2023-12-04 08:37:01,593 INFO    StreamThr :9616 [internal.py:wandb_internal():86] W&B internal server running at pid: 9616, started at: 2023-12-04 08:37:01.592874
2023-12-04 08:37:01,595 DEBUG   HandlerThread:9616 [handler.py:handle_request():146] handle_request: status
2023-12-04 08:37:01,598 INFO    WriterThread:9616 [datastore.py:open_for_write():85] open: /root/dev/Merlion/wandb/run-20231204_083701-Best-AutoEncoder-20436-2023-12-04_08-36-59/run-Best-AutoEncoder-20436-2023-12-04_08-36-59.wandb
2023-12-04 08:37:01,598 DEBUG   SenderThread:9616 [sender.py:send():380] send: header
2023-12-04 08:37:01,608 DEBUG   SenderThread:9616 [sender.py:send():380] send: run
2023-12-04 08:37:01,610 INFO    SenderThread:9616 [sender.py:_maybe_setup_resume():759] checking resume status for None/MerlionAnomalyDetector/Best-AutoEncoder-20436-2023-12-04_08-36-59
2023-12-04 08:37:02,069 INFO    SenderThread:9616 [dir_watcher.py:__init__():211] watching files in: /root/dev/Merlion/wandb/run-20231204_083701-Best-AutoEncoder-20436-2023-12-04_08-36-59/files
2023-12-04 08:37:02,069 INFO    SenderThread:9616 [sender.py:_start_run_threads():1122] run started: Best-AutoEncoder-20436-2023-12-04_08-36-59 with start time 1701697021.592465
2023-12-04 08:37:02,075 DEBUG   HandlerThread:9616 [handler.py:handle_request():146] handle_request: check_version
2023-12-04 08:37:02,076 DEBUG   SenderThread:9616 [sender.py:send_request():407] send_request: check_version
2023-12-04 08:37:02,125 DEBUG   HandlerThread:9616 [handler.py:handle_request():146] handle_request: run_start
2023-12-04 08:37:02,157 DEBUG   HandlerThread:9616 [system_info.py:__init__():32] System info init
2023-12-04 08:37:02,157 DEBUG   HandlerThread:9616 [system_info.py:__init__():47] System info init done
2023-12-04 08:37:02,157 INFO    HandlerThread:9616 [system_monitor.py:start():194] Starting system monitor
2023-12-04 08:37:02,158 INFO    SystemMonitor:9616 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-12-04 08:37:02,158 INFO    HandlerThread:9616 [system_monitor.py:probe():214] Collecting system info
2023-12-04 08:37:02,159 INFO    SystemMonitor:9616 [interfaces.py:start():190] Started cpu monitoring
2023-12-04 08:37:02,159 INFO    SystemMonitor:9616 [interfaces.py:start():190] Started disk monitoring
2023-12-04 08:37:02,160 INFO    SystemMonitor:9616 [interfaces.py:start():190] Started gpu monitoring
2023-12-04 08:37:02,161 INFO    SystemMonitor:9616 [interfaces.py:start():190] Started memory monitoring
2023-12-04 08:37:02,162 INFO    SystemMonitor:9616 [interfaces.py:start():190] Started network monitoring
2023-12-04 08:37:02,174 DEBUG   HandlerThread:9616 [system_info.py:probe():196] Probing system
