2023-12-03 00:47:46,139 INFO    StreamThr :16485 [internal.py:wandb_internal():86] W&B internal server running at pid: 16485, started at: 2023-12-03 00:47:46.139265
2023-12-03 00:47:46,141 DEBUG   HandlerThread:16485 [handler.py:handle_request():146] handle_request: status
2023-12-03 00:47:46,144 INFO    WriterThread:16485 [datastore.py:open_for_write():85] open: /root/dev/Merlion/wandb/run-20231203_004746-Best-AutoEncoder-2023-12-03_00-47-44/run-Best-AutoEncoder-2023-12-03_00-47-44.wandb
2023-12-03 00:47:46,144 DEBUG   SenderThread:16485 [sender.py:send():380] send: header
2023-12-03 00:47:46,154 DEBUG   SenderThread:16485 [sender.py:send():380] send: run
2023-12-03 00:47:46,156 INFO    SenderThread:16485 [sender.py:_maybe_setup_resume():759] checking resume status for None/MerlionAnomalyDetector/Best-AutoEncoder-2023-12-03_00-47-44
2023-12-03 00:47:46,546 INFO    SenderThread:16485 [dir_watcher.py:__init__():211] watching files in: /root/dev/Merlion/wandb/run-20231203_004746-Best-AutoEncoder-2023-12-03_00-47-44/files
2023-12-03 00:47:46,546 INFO    SenderThread:16485 [sender.py:_start_run_threads():1122] run started: Best-AutoEncoder-2023-12-03_00-47-44 with start time 1701582466.139103
2023-12-03 00:47:46,552 DEBUG   HandlerThread:16485 [handler.py:handle_request():146] handle_request: check_version
2023-12-03 00:47:46,553 DEBUG   SenderThread:16485 [sender.py:send_request():407] send_request: check_version
2023-12-03 00:47:46,637 DEBUG   HandlerThread:16485 [handler.py:handle_request():146] handle_request: run_start
2023-12-03 00:47:46,674 DEBUG   HandlerThread:16485 [system_info.py:__init__():32] System info init
2023-12-03 00:47:46,674 DEBUG   HandlerThread:16485 [system_info.py:__init__():47] System info init done
2023-12-03 00:47:46,674 INFO    HandlerThread:16485 [system_monitor.py:start():194] Starting system monitor
2023-12-03 00:47:46,675 INFO    SystemMonitor:16485 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-12-03 00:47:46,675 INFO    HandlerThread:16485 [system_monitor.py:probe():214] Collecting system info
2023-12-03 00:47:46,676 INFO    SystemMonitor:16485 [interfaces.py:start():190] Started cpu monitoring
2023-12-03 00:47:46,676 INFO    SystemMonitor:16485 [interfaces.py:start():190] Started disk monitoring
2023-12-03 00:47:46,677 INFO    SystemMonitor:16485 [interfaces.py:start():190] Started gpu monitoring
2023-12-03 00:47:46,677 INFO    SystemMonitor:16485 [interfaces.py:start():190] Started memory monitoring
2023-12-03 00:47:46,677 INFO    SystemMonitor:16485 [interfaces.py:start():190] Started network monitoring
2023-12-03 00:47:46,692 DEBUG   HandlerThread:16485 [system_info.py:probe():196] Probing system
2023-12-03 00:47:46,734 DEBUG   HandlerThread:16485 [system_info.py:_probe_git():181] Probing git
2023-12-03 00:47:46,742 DEBUG   HandlerThread:16485 [system_info.py:_probe_git():189] Probing git done
2023-12-03 00:47:46,742 DEBUG   HandlerThread:16485 [system_info.py:probe():244] Probing system done
2023-12-03 00:47:46,742 DEBUG   HandlerThread:16485 [system_monitor.py:probe():223] {'os': 'Linux-5.15.133.1-microsoft-standard-WSL2-x86_64-with-glibc2.36', 'python': '3.12.0', 'heartbeatAt': '2023-12-03T05:47:46.692605', 'startedAt': '2023-12-03T05:47:46.134854', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/root/dev/Merlion/maneuvers-adaptation/ManeuverDetection.py', 'codePathLocal': 'maneuvers-adaptation/ManeuverDetection.py', 'codePath': 'maneuvers-adaptation/ManeuverDetection.py', 'git': {'remote': 'git@github.com:Anosen/Merlion.git', 'commit': '180d9587d6b685bd704037a45b93b57d4bc59a9d'}, 'email': 'gregoire.marie08@gmail.com', 'root': '/root/dev/Merlion', 'host': 'MSI', 'username': 'root', 'executable': '/root/miniconda3/envs/sys843_env/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2592.0100000000007, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2592.01, 'min': 0.0, 'max': 0.0}, {'current': 2592.01, 'min': 0.0, 'max': 0.0}, {'current': 2592.01, 'min': 0.0, 'max': 0.0}, {'current': 2592.01, 'min': 0.0, 'max': 0.0}, {'current': 2592.01, 'min': 0.0, 'max': 0.0}, {'current': 2592.01, 'min': 0.0, 'max': 0.0}, {'current': 2592.01, 'min': 0.0, 'max': 0.0}, {'current': 2592.01, 'min': 0.0, 'max': 0.0}, {'current': 2592.01, 'min': 0.0, 'max': 0.0}, {'current': 2592.01, 'min': 0.0, 'max': 0.0}, {'current': 2592.01, 'min': 0.0, 'max': 0.0}, {'current': 2592.01, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 1006.853931427002, 'used': 17.684654235839844}}, 'gpu': 'NVIDIA GeForce RTX 3060 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3060 Laptop GPU', 'memory_total': 6442450944}], 'memory': {'total': 7.671039581298828}}
