EPOCH,INCLINATION,RA_OF_ASC_NODE,ECCENTRICITY,ARG_OF_PERICENTER,MEAN_ANOMALY,MEAN_MOTION,anomaly
2000-01-04 05:54:52,0.0,0.06960000000000832,-1.400000000000007e-06,-0.6630000000000109,0.6633000000000493,1.6999999985500835e-07,0.0
2000-01-05 03:53:55,-0.00010000000000331966,0.9044999999999845,3.4000000000000013e-06,1.6739000000000033,-1.6738000000000284,3.350000000068576e-06,0.0
2000-01-06 05:15:53,0.0,1.0439000000000078,-5.799999999999992e-06,-2.0597000000000207,2.058899999999994,3.720000000484447e-06,0.0
2000-01-07 04:56:24,0.00019999999999242846,0.974899999999991,-4.9999999999999996e-06,-2.0263999999999953,2.0259000000000356,2.009999999330603e-06,0.0
2000-01-07 11:42:16,-0.0002999999999957481,0.2797999999999945,1.1899999999999991e-05,3.184599999999989,-3.16760000000005,1.9440000000869873e-05,0.0
2000-01-08 04:36:54,-0.00019999999999242846,0.6960000000000264,6.00000000000001e-07,0.6963000000000079,-0.7117999999999824,9.399999996162478e-07,0.0
2000-01-09 04:17:25,-0.0005000000000023874,0.9744999999999777,1.5999999999999982e-06,2.738400000000013,-2.7383000000000095,3.859999999633601e-06,0.0
2000-01-10 03:57:55,-0.0005000000000023874,0.9746000000000095,1.5000000000000094e-06,-0.224899999999991,0.22470000000001278,3.810000000825653e-06,1.0
2000-01-10 22:34:02,-0.0002000000000066393,0.7658000000000129,-3.9e-06,1.1820999999999913,-1.1817000000000064,3.079999999044958e-06,1.0
2000-01-11 08:42:49,0.0,0.418200000000013,-7.900000000000002e-06,0.08809999999999718,-0.08939999999998349,2.1000000014481657e-06,1.0
2000-01-11 23:56:00,-0.00039999999999906777,0.6254999999999882,9.399999999999998e-06,-21.794899999999984,21.794899999999984,9.470000000177947e-06,1.0
2000-01-12 05:00:24,0.00030000000000995897,0.20849999999998658,-8.699999999999995e-06,-6.876700000000028,6.876700000000028,5.859999999913157e-06,1.0
2000-01-12 18:32:07,-0.00190000000000623,0.5563000000000216,3.999999999999989e-06,18.373800000000017,-18.32570000000004,8.580999999985295e-05,1.0
2000-01-13 04:40:53,-0.0002999999999957481,0.4175999999999931,1.600000000000001e-05,12.538600000000002,-12.584599999999995,5.779999998622998e-06,1.0
2000-01-14 04:21:23,0.0002999999999957481,0.9739000000000146,-2.5000000000000066e-06,-7.3781999999999925,7.378299999999996,6.700000000137152e-06,0.0
2000-01-15 04:01:53,0.0,0.9742999999999995,-1.0000000000000243e-07,3.023699999999991,-3.023899999999969,4.569999999759489e-06,0.0
2000-01-15 20:56:31,0.00010000000000331966,0.6960000000000264,-5.499999999999998e-06,-0.9142999999999972,0.9132999999999925,3.250000000676323e-06,0.0
2000-01-16 03:42:22,0.0,0.27830000000000155,1.4999999999999958e-06,1.7631999999999834,-1.7627999999999986,1.34999999978902e-06,0.0
2000-01-17 05:04:20,0.00019999999999242846,1.0441999999999894,-4.199999999999994e-06,-2.0013000000000147,2.000799999999998,4.099999999951365e-06,0.0
2000-01-18 04:44:50,0.0002000000000066393,0.9746000000000095,4.999999999999986e-07,-0.37479999999999336,0.375,2.8499999995545977e-06,0.0
2000-01-18 23:20:56,0.00010000000000331966,0.7656000000000063,9.700000000000005e-06,1.7284999999999968,-1.7257999999999925,3.069999999993911e-06,0.0
2000-01-19 04:25:19,9.99999999891088e-05,0.20879999999999654,-6.00000000000001e-07,-1.0516000000000076,1.0500999999999863,4.5000000170603016e-07,0.0
2000-01-20 05:47:17,-9.99999999891088e-05,1.0434000000000196,3.4000000000000013e-06,-0.3935999999999922,0.3935999999999922,6.2099999986742205e-06,0.0
2000-01-21 05:27:46,-0.0002000000000066393,0.9737999999999829,9.59999999999999e-06,0.720799999999997,-0.7194999999999823,4.5300000000025875e-06,0.0
2000-01-22 05:08:16,0.0002000000000066393,0.973399999999998,-1.0799999999999991e-05,-5.460899999999981,5.459699999999998,5.050000000395016e-06,0.0
2000-01-22 06:49:43,-0.00010000000000331966,0.06960000000000832,-1.800000000000003e-06,-0.8348000000000013,0.8351999999999862,2.600000001962144e-07,0.0
2000-01-23 04:48:45,0.0,0.9046999999999912,6.599999999999998e-06,2.260400000000004,-2.2602999999999724,2.2600000004757703e-06,0.0
2000-01-23 20:01:55,-0.00010000000000331966,0.6265999999999963,-7.900000000000002e-06,-3.963300000000004,3.962599999999952,2.1099999987228557e-06,0.0
2000-01-24 04:29:15,-0.00019999999999242846,0.34960000000000946,-6.7e-06,12.39670000000001,-12.371899999999982,2.337000000096623e-05,0.0
2000-01-24 06:10:42,9.99999999891088e-05,0.06990000000001828,-2.8000000000000003e-06,-2.559599999999989,2.5323000000000206,-7.999999951380232e-08,0.0
2000-01-25 04:09:43,-0.0007999999999981355,0.9040999999999997,2.0800000000000004e-05,9.325600000000009,-9.32310000000001,6.039999998819212e-06,0.0
2000-01-26 05:31:40,-0.00039999999999906777,1.0441000000000145,-7.699999999999997e-06,0.1688000000000045,-0.16929999999999268,3.6000000012137434e-06,0.0
2000-01-27 05:12:10,-0.0002999999999957481,0.973399999999998,2.9000000000000027e-06,-9.960500000000025,9.962699999999984,3.6999999988296395e-06,0.0
2000-01-27 10:16:33,-0.0002000000000066393,0.20900000000000318,-2.099999999999997e-06,-0.8305000000000007,0.8292000000000144,1.250000000396767e-06,0.0
2000-01-29 04:33:08,-9.99999999891088e-05,1.7394999999999925,-4.000000000000097e-07,-2.4054999999999893,2.4054000000000144,4.190000000292571e-06,0.0
2000-01-30 04:13:38,-0.0002000000000066393,0.9739000000000146,1.4199999999999993e-05,7.251599999999996,-7.250500000000017,2.000000000279556e-06,0.0
2000-01-30 19:26:48,-0.00010000000000331966,0.6263000000000147,-5.999999999999875e-07,1.6113,-1.6117000000000132,1.2299999987419596e-06,0.0
2000-01-31 05:35:35,0.0,0.41739999999998645,9.30000000000001e-06,3.275800000000004,-3.2749000000000024,1.0100000000790033e-06,0.0
2000-02-01 05:16:04,0.00010000000000331966,0.9742999999999995,-8.000000000000194e-07,1.6665999999999883,-1.6670999999999765,2.8900000010878557e-06,0.0
2000-02-02 04:56:33,0.0002000000000066393,0.9746999999999844,7.200000000000012e-06,2.3093000000000075,-2.3081000000000245,2.6799999996995894e-06,0.0
2000-02-02 20:09:43,9.99999999891088e-05,0.626199999999983,-7.699999999999997e-06,-1.2995000000000232,1.2983000000000118,1.1499999992281573e-06,0.0
2000-02-03 04:37:02,0.00010000000000331966,0.3480999999999881,-5.000000000000122e-07,0.1706000000000074,-0.17089999999998895,6.400000014394891e-07,0.0
2000-02-04 04:17:31,0.0,0.9741000000000213,8.000000000000005e-06,2.093999999999994,-2.0934000000000026,2.3199999983347652e-06,0.0
2000-02-05 03:58:00,-0.00019999999999242846,0.9728000000000065,-3.24e-05,-21.1764,21.174599999999998,1.0070000000084178e-05,0.0
2000-02-05 20:52:38,-0.00010000000000331966,0.695699999999988,-5.799999999999992e-06,1.252999999999986,-1.2533000000000243,4.350000001096532e-06,0.0
2000-02-06 05:19:57,0.0,0.34789999999998145,5.499999999999998e-06,2.049500000000023,-2.0492999999999597,1.5599999994009295e-06,0.0
2000-02-07 05:00:26,-0.00039999999999906777,0.9736000000000047,1.239999999999999e-05,2.220100000000002,-2.218900000000019,2.8900000010878557e-06,0.0
2000-02-09 04:21:24,0.0005000000000023874,1.9514000000000067,-6.999999999999994e-06,6.037300000000016,-6.038100000000014,5.449999999740385e-06,0.0
2000-02-09 22:57:30,-0.0002000000000066393,0.7652999999999963,-1.1999999999999994e-05,-13.56110000000001,13.58680000000001,3.673999999875832e-05,0.0
2000-02-10 04:01:52,-0.0006999999999948159,0.2078999999999951,-1.0000000000000243e-07,1.1870000000000118,-1.2133000000000038,1.7599999999617921e-06,0.0
2000-02-11 03:42:21,-0.0007000000000090267,0.9732000000000198,6.599999999999998e-06,3.18810000000002,-3.187599999999975,3.0000000013075123e-06,0.0
2000-02-12 05:04:18,-0.0009000000000014552,1.0430000000000064,3.1999999999999965e-06,-5.663900000000012,5.664999999999964,5.899999999670058e-06,0.0
2000-02-13 04:44:46,-0.0002999999999957481,0.9739000000000146,7.199999999999999e-06,4.067200000000014,-4.0668999999999755,4.259999998978969e-06,0.0
2000-02-13 06:26:14,0.0,0.06960000000000832,0.0,-0.2026000000000181,0.20220000000000482,0.0,0.0
2000-02-14 04:25:15,-0.00010000000000331966,0.9046999999999912,5.399999999999996e-06,3.9625000000000057,-3.9612000000000194,5.930000000375912e-06,0.0
2000-02-15 04:05:44,0.00030000000000995897,0.9719000000000051,1.7000000000000142e-06,-16.46260000000001,16.462199999999996,1.020000000906407e-06,1.0
2000-02-16 03:46:13,0.00019999999999242846,0.973399999999998,-8.100000000000007e-06,-7.980099999999993,7.980000000000018,1.999999987845058e-07,1.0
